game_date,ko_time,cup_round,cup_leg,cup_stage,cup_replay,cup_section,extra_time,pen_outcome,pen_score,pen_gf,pen_ga,agg_outcome,agg_score,agg_gf,agg_ga,away_goal_outcome,gg_outcome
2021-02-16,6.00pm,SF,NA,Semi-final,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-02,7.00pm,QF,NA,Quarter-final,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-13,7.00pm,3,NA,3rd round – northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-10,1.30pm,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-08,7.45pm,2,NA,2nd round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-27,7.55pm,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-11,6.30pm,G,NA,Group D – North,0,Group D – North,0,W,3-1,3,1,NA,NA,NA,NA,NA,NA
2020-11-07,3.00pm,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-29,7.00pm,G,NA,Group D – North,0,Group D – North,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-08,7.00pm,G,NA,Group D – North,0,Group D – North,0,L,3-4,4,3,NA,NA,NA,NA,NA,NA
2020-09-05,3.00pm,1,NA,1st round,0,NA,0,L,7-8,7,8,NA,NA,NA,NA,NA,NA
2020-01-26,3.00pm,4,NA,4th round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-23,7.45pm,3,NA,3rd round replay,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-07,7.45pm,QF,NA,Quarter-final - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-04,3.01pm,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-04,7.45pm,2,NA,2nd round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-01,3.00pm,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-20,7.45pm,1,NA,1st round replay,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-12,7.45pm,G,NA,Group C – North,0,Group C – North,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-09,3.00pm,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-08,7.45pm,G,NA,Group C – North,0,Group C – North,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-13,7.45pm,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-25,3.00pm,F,NA,Final,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-13,7.45pm,SF,2,Semi-final 2nd leg,0,NA,0,NA,NA,NA,NA,W,1-2,NA,NA,NA,NA
2019-05-10,7.45pm,SF,1,Semi-final 1st leg,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-04,7.45pm,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-17,7.45pm,2,NA,2nd round replay,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-02,2.00pm,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-20,7.45pm,1,NA,1st round replay,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-10,3.00pm,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-30,7.00pm,G,NA,Group D – North,0,Group D – North,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-09,7.45pm,G,NA,Group D – North,0,Group D – North,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-04,7.45pm,G,NA,Group D – North,0,Group D – North,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-14,7.45pm,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-12,3.00pm,F,NA,Final,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-05,12.15pm,SF,NA,Semi-Final,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12-18,7.45pm,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11-15,7.45pm,1,NA,1st round replay,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11-04,3.00pm,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10-14,3.00pm,Q,NA,Qualifying round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-14,3.00pm,F,NA,Final,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-06,12.15pm,SF,2,Semi-Final 2nd leg,0,NA,0,NA,NA,NA,NA,W,5-2,5,2,NA,NA
2017-05-03,7.00pm,SF,1,Semi-Final 1st leg,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-18,7.00pm,SF,2,Semi-Final 2nd leg,0,NA,0,NA,NA,NA,NA,L,1-2,1,2,NA,NA
2017-03-11,3.00pm,SF,1,Semi-Final 1st leg,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-25,3.00pm,4,NA,4th round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-08,7.30pm,3,NA,3rd round replay,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-04,3.00pm,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-14,3.00pm,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-10,3.00pm,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-15,3.00pm,Q,NA,Qualifying round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-12,3.00pm,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-27,7.45pm,Q,NA,Qualifying round replay,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-24,3.00pm,Q,NA,Qualifying round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-03,3.00pm,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-16,7.45pm,2,NA,2nd round replay,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-09,7.45pm,SF,NA,Semi-final - northern section,0,Northern,0,L,4-5,4,5,NA,NA,NA,NA,NA,NA
2014-12-06,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-11,7.45pm,QF,NA,Quarter-final - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-08,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-07,7.30pm,2,NA,2nd round - northern section,0,Northern,0,W,5-4,5,4,NA,NA,NA,NA,NA,NA
2014-08-12,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-07,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-09,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-25,NA,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-03,7.00pm,1,NA,1st round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-27,NA,2,NA,2nd round,0,NA,1,W,4-2,4,2,NA,NA,NA,NA,NA,NA
2013-08-06,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-05,NA,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-12-01,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-13,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-04,7.15pm,1,NA,1st round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-28,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-14,NA,1,NA,1st round,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-11-12,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-11-09,7.45pm,QF,NA,Quarter-final - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-10-12,NA,2,NA,2nd round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-30,7.00pm,1,NA,1st round - northern section,0,Northern,0,W,4-2,4,2,NA,NA,NA,NA,NA,NA
2011-08-09,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-14,NA,SF,NA,Semi-final - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-09,NA,QF,NA,Quarter-final - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-06,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-26,NA,2,NA,2nd round - northern section,0,Northern,0,W,4-3,4,3,NA,NA,NA,NA,NA,NA
2010-08-31,NA,1,NA,1st round - northern section,0,Northern,0,L,3-5,3,5,NA,NA,NA,NA,NA,NA
2010-08-24,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-10,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-03,6.15pm,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-08,NA,2,NA,2nd round replay,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-11-28,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-11-17,NA,1,NA,1st round replay,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-11-07,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-06,NA,2,NA,2nd round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-08-25,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-08-11,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-16,NA,SF,NA,Semi-final - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-09,NA,2,NA,2nd round replay,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-29,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-13,NA,1,NA,1st round replay,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-08,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-04,NA,QF,NA,Quarter-final - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-06,NA,2,NA,2nd round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-02,NA,1,NA,1st round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-12,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-16,NA,3,NA,3rd round replay,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-05,NA,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-10,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-04,NA,1,NA,1st round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-14,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-02,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-11,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-10-31,NA,2,NA,2nd round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-10-17,NA,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-08-22,NA,1,NA,1st round,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-12-20,NA,QF,NA,Quarter-final - northern section,0,Northern,1,L,10-11,10,11,NA,NA,NA,NA,NA,NA
2005-11-22,NA,2,NA,2nd round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-11-06,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-10-18,NA,1,NA,1st round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-08-23,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-05-17,NA,SF,2,Semi-final 2nd leg,0,NA,1,L,5-6,5,6,D,2-2,2,2,NA,NA
2005-05-13,NA,SF,1,Semi-final 1st leg,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-01-25,NA,SF,NA,Semi-final - northern section,0,Northern,1,L,4-5,5,4,NA,NA,NA,NA,NA,NA
2004-11-30,NA,QF,NA,Quarter-final - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-11-13,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-11-02,NA,2,NA,2nd round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-09-21,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-08-24,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-16,NA,QF,NA,Quarter-final replay,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-07,NA,QF,NA,Quarter-final,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-14,NA,5,NA,5th round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-24,NA,4,NA,4th round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-13,NA,3,NA,3rd round replay,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-03,NA,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-06,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-11-08,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-10-14,NA,1,NA,1st round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-09-23,NA,2,NA,2nd round,0,NA,1,L,1-4,1,4,NA,NA,NA,NA,NA,NA
2003-08-12,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-12-10,NA,QF,NA,Quarter-final - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-11-26,NA,1,NA,1st round replay,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-11-16,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-11-12,NA,2,NA,2nd round - northern section,0,Northern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,W
2002-10-22,NA,1,NA,1st round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-10-02,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-09-10,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-02-17,4.00pm,5,NA,5th round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-01-27,NA,4,NA,4th round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-01-08,NA,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-12-08,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-11-17,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-10-30,NA,2,NA,2nd round - northern section,0,Northern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-10-09,NA,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-09-11,NA,2,NA,2nd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-08-21,NA,1,NA,1st round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-03-11,2.00pm,QF,NA,Quarter-final,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02-20,NA,5,NA,5th round replay,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02-17,NA,5,NA,5th round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-27,NA,4,NA,4th round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-06,NA,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-11-28,NA,4,NA,4th round,0,NA,1,L,5-6,6,5,NA,NA,NA,NA,NA,NA
2000-10-31,NA,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-09-26,NA,2,2,2nd round 2nd leg,0,NA,0,NA,NA,NA,NA,W,2-1,2,1,NA,NA
2000-09-19,NA,2,1,2nd round 1st leg,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-09-06,NA,1,2,1st round 2nd leg,0,NA,0,NA,NA,NA,NA,W,5-1,5,1,NA,NA
2000-08-22,NA,1,1,1st round 1st leg,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-27,3:00pm,F,NA,Final,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-02-20,NA,QF,NA,Quarter-final,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-29,NA,5,NA,5th round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-26,NA,SF,2,Semi-final 2nd leg,0,NA,0,NA,NA,NA,NA,W,4-0,4,0,NA,NA
2000-01-12,NA,SF,1,Semi-final 1st leg,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-08,NA,4,NA,4th round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-14,NA,QF,NA,Quarter-final,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-11,NA,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-11-30,NA,4,NA,4th round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-10-12,NA,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-09-22,NA,2,2,2nd round 2nd leg,0,NA,0,NA,NA,NA,NA,W,4-6,NA,NA,NA,NA
1999-09-14,NA,2,1,2nd round 1st leg,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-08-24,NA,1,2,1st round 2nd leg,0,NA,0,NA,NA,NA,NA,W,4-3,4,3,NA,NA
1999-08-10,NA,1,1,1st round 1st leg,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-01-02,NA,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-10-27,NA,3,NA,3rd round,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
